0,1804289383
1,846930886
2,1681692777
3,1714636915
4,1957747793
5,424238335
6,719885386
7,1649760492
8,596516649
9,1189641421
10,1025202362
11,1350490027
12,783368690
13,1102520059
14,2044897763
15,1967513926
16,1365180540
17,1540383426
18,304089172
19,1303455736
20,35005211
21,521595368
22,294702567
23,1726956429
24,336465782
25,861021530
26,278722862
27,233665123
28,2145174067
29,468703135
30,1101513929
31,1801979802
32,1315634022
33,635723058
34,1369133069
35,1125898167
36,1059961393
37,2089018456
38,628175011
39,1656478042
40,1131176229
41,1653377373
42,859484421
43,1914544919
44,608413784
45,756898537
46,1734575198
47,1973594324
48,149798315
49,2038664370
50,1129566413
51,184803526
52,412776091
53,1424268980
54,1911759956
55,749241873
56,137806862
57,42999170
58,982906996
59,135497281
60,511702305
61,2084420925
62,1937477084
63,1827336327
64,572660336
65,1159126505
66,805750846
67,1632621729
68,1100661313
69,1433925857
70,1141616124
71,84353895
72,939819582
73,2001100545
74,1998898814
75,1548233367
76,610515434
77,1585990364
78,1374344043
79,760313750
80,1477171087
81,356426808
82,945117276
83,1889947178
84,1780695788
85,709393584
86,491705403
87,1918502651
88,752392754
89,1474612399
90,2053999932
91,1264095060
92,1411549676
93,1843993368
94,943947739
95,1984210012
96,855636226
97,1749698586
98,1469348094
99,1956297539
100,1036140795
101,463480570
102,2040651434
103,1975960378
104,317097467
105,1892066601
106,1376710097
107,927612902
108,1330573317
109,603570492
110,1687926652
111,660260756
112,959997301
113,485560280
114,402724286
115,593209441
116,1194953865
117,894429689
118,364228444
119,1947346619
120,221558440
121,270744729
122,1063958031
123,1633108117
124,2114738097
125,2007905771
126,1469834481
127,822890675
128,1610120709
129,791698927
130,631704567
131,498777856
132,1255179497
133,524872353
134,327254586
135,1572276965
136,269455306
137,1703964683
138,352406219
139,1600028624
140,160051528
141,2040332871
142,112805732
143,1120048829
144,378409503
145,515530019
146,1713258270
147,1573363368
148,1409959708
149,2077486715
150,1373226340
151,1631518149
152,200747796
153,289700723
154,1117142618
155,168002245
156,150122846
157,439493451
158,990892921
159,1760243555
160,1231192379
161,1622597488
162,111537764
163,338888228
164,2147469841
165,438792350
166,1911165193
167,269441500
168,2142757034
169,116087764
170,1869470124
171,155324914
172,8936987
173,1982275856
174,1275373743
175,387346491
176,350322227
177,841148365
178,1960709859
179,1760281936
180,771151432
181,1186452551
182,1244316437
183,971899228
184,1476153275
185,213975407
186,1139901474
187,1626276121
188,653468858
189,2130794395
190,1239036029
191,1884661237
192,1605908235
193,1350573793
194,76065818
195,1605894428
196,1789366143
197,1987231011
198,1875335928
199,1784639529
200,2103318776
201,1597322404
202,1939964443
203,2112255763
204,1432114613
205,1067854538
206,352118606
207,1782436840
208,1909002904
209,165344818
210,1395235128
211,532670688
212,1351797369
213,492067917
214,1504569917
215,680466996
216,706043324
217,496987743
218,159259470
219,1359512183
220,480298490
221,1398295499
222,1096689772
223,2086206725
224,601385644
225,1172755590
226,1544617505
227,243268139
228,1012502954
229,1272469786
230,2027907669
231,968338082
232,722308542
233,1820388464
234,933110197
235,6939507
236,740759355
237,1285228804
238,1789376348
239,502278611
240,1450573622
241,1037127828
242,1034949299
243,654887343
244,1529195746
245,392035568
246,1335354340
247,87755422
248,889023311
249,1494613810
250,1447267605
251,1369321801
252,745425661
253,396473730
254,1308044878
255,1346811305
256,1569229320
257,705178736
258,1590079444
259,434248626
260,1977648522
261,1470503465
262,1402586708
263,552473416
264,1143408282
265,188213258
266,559412924
267,1884167637
268,1473442062
269,201305624
270,238962600
271,776532036
272,1238433452
273,1273911899
274,1431419379
275,620145550
276,1665947468
277,619290071
278,707900973
279,407487131
280,2113903881
281,7684930
282,1776808933
283,711845894
284,404158660
285,937370163
286,2058657199
287,1973387981
288,1642548899
289,1501252996
290,260152959
291,1472713773
292,824272813
293,1662739668
294,2025187190
295,1967681095
296,1850952926
297,437116466
298,1704365084
299,1176911340
300,638422090
301,1943327684
302,1953443376
303,1876855542
304,1069755936
305,1237379107
306,349517445
307,588219756
308,1856669179
309,1057418418
310,995706887
311,1823089412
312,1065103348
313,625032172
314,387451659
315,1469262009
316,1562402336
317,298625210
318,1295166342
319,1057467587
320,1799878206
321,1555319301
322,382697713
323,476667372
324,1070575321
325,260401255
326,296864819
327,774044599
328,697517721
329,2001229904
330,1950955939
331,1335939811
332,1797073940
333,1756915667
334,1065311705
335,719346228
336,846811127
337,1414829150
338,1307565984
339,555996658
340,324763920
341,155789224
342,231602422
343,1389867269
344,780821396
345,619054081
346,711645630
347,195740084
348,917679292
349,2006811972
350,1253207672
351,570073850
352,1414647625
353,1635905385
354,1046741222
355,337739299
356,1896306640
357,1343606042
358,1111783898
359,446340713
360,1197352298
361,915256190
362,1782280524
363,846942590
364,524688209
365,700108581
366,1566288819
367,1371499336
368,2114937732
369,726371155
370,1927495994
371,292218004
372,882160379
373,11614769
374,1682085273
375,1662981776
376,630668850
377,246247255
378,1858721860
379,1548348142
380,105575579
381,964445884
382,2118421993
383,1520223205
384,452867621
385,1017679567
386,1857962504
387,201690613
388,213801961
389,822262754
390,648031326
391,1411154259
392,1737518944
393,282828202
394,110613202
395,114723506
396,982936784
397,1676902021
398,1486222842
399,950390868
400,255789528
401,1266235189
402,1242608872
403,1137949908
404,1277849958
405,777210498
406,653448036
407,1908518808
408,1023457753
409,364686248
410,1309383303
411,1129033333
412,1329132133
413,1280321648
414,501772890
415,1781999754
416,150517567
417,212251746
418,1983690368
419,364319529
420,1034514500
421,484238046
422,1775473788
423,624549797
424,767066249
425,1886086990
426,739273303
427,1750003033
428,1415505363
429,78012497
430,552910253
431,1671294892
432,1344247686
433,1795519125
434,661761152
435,474613996
436,425245975
437,1315209188
438,235649157
439,1448703729
440,1679895436
441,1545032460
442,430253414
443,861543921
444,677870460
445,932026304
446,496060028
447,828388027
448,1144278050
449,332266748
450,1192707556
451,31308902
452,816504794
453,820697697
454,655858699
455,1583571043
456,559301039
457,1395132002
458,1186090428
459,1974806403
460,1473144500
461,1739000681
462,1498617647
463,669908538
464,1387036159
465,12895151
466,1144522535
467,1812282134
468,1328104339
469,1380171692
470,1113502215
471,860516127
472,777720504
473,1543755629
474,1722060049
475,1455590964
476,328298285
477,70636429
478,136495343
479,1472576335
480,402903177
481,1329202900
482,1503885238
483,1219407971
484,2416949
485,12260289
486,655495367
487,561717988
488,1407392292
489,1841585795
490,389040743
491,733053144
492,1433102829
493,1887658390
494,1402961682
495,672655340
496,1900553541
497,400000569
498,337453826
499,1081174232
500,1780172261
501,1450956042
502,1941690360
503,410409117
504,847228023
505,1516266761
506,1866000081
507,1175526309
508,1586903190
509,2002495425
510,500618996
511,1989806367
512,1184214677
513,2004504234
514,1061730690
515,1186631626
516,2016764524
517,1717226057
518,1748349614
519,1276673168
520,1411328205
521,2137390358
522,2009726312
523,696947386
524,1877565100
525,1265204346
526,1369602726
527,1630634994
528,1665204916
529,1707056552
530,564325578
531,1297893529
532,1010528946
533,358532290
534,1708302647
535,1857756970
536,1874799051
537,1426819080
538,885799631
539,1314218593
540,1281830857
541,1386418627
542,1156541312
543,318561886
544,1243439214
545,70788355
546,1505193512
547,1112720090
548,1788014412
549,1106059479
550,241909610
551,1051858969
552,1095966189
553,104152274
554,1748806355
555,826047641
556,1369356620
557,970925433
558,309198987
559,887077888
560,530498338
561,873524566
562,37487770
563,1541027284
564,1232056856
565,1745790417
566,1251300606
567,959372260
568,1025125849
569,2137100237
570,126107205
571,159473059
572,1376035217
573,1282648518
574,478034945
575,471990783
576,1353436873
577,1983228458
578,1584710873
579,993967637
580,941804289
581,1826620483
582,2045826607
583,2037770478
584,1930772757
585,1647149314
586,716334471
587,1152645729
588,470591100
589,1025533459
590,2039723618
591,1001089438
592,1899058025
593,2077211388
594,394633074
595,983631233
596,1675518157
597,1645933681
598,1943003493
599,553160358
600,1635550270
601,2069110699
602,712633417
603,864101839
604,1204275569
605,1190668363
606,1336092622
607,410228794
608,1026413173
609,773319847
610,1404196431
611,1968217462
612,452456682
613,1302539390
614,1858504292
615,235745791
616,802205057
617,427355115
618,1388391521
619,1272796157
620,1452888574
621,1280631491
622,126401947
623,1204462951
624,1210359231
625,521035021
626,40610537
627,738393740
628,19485054
629,1983614030
630,1291554098
631,1655035325
632,1905241081
633,2004187516
634,371653516
635,962033002
636,1047372231
637,1707746139
638,1372261796
639,2073785404
640,333582338
641,628974580
642,1894519218
643,786039021
644,1931513970
645,1605539862
646,1021784812
647,586235379
648,2032894977
649,262692685
650,1859031536
651,1338299904
652,1543324176
653,1985433483
654,395279207
655,606199759
656,358984857
657,435889744
658,1344593499
659,378469911
660,272020127
661,488663950
662,2033505236
663,29777560
664,345367818
665,257675105
666,991810563
667,1392740049
668,1965421244
669,216588711
670,1319041805
671,151519934
672,845563291
673,1066077375
674,937558955
675,629593614
676,524133589
677,1959343768
678,1215828993
679,409544918
680,74552805
681,927376882
682,1747844822
683,1617876982
684,765326717
685,2143124030
686,76593093
687,1124311574
688,431530126
689,1421186593
690,1502781486
691,703550253
692,1909850543
693,1388803074
694,733327814
695,107734713
696,1646478179
697,1725138377
698,1500474762
699,1464415775
700,1941727088
701,672032919
702,1615935710
703,639806732
704,1738110294
705,406011017
706,1269400346
707,114760235
708,217871137
709,337745691
710,524305153
711,292423943
712,1265122573
713,124666328
714,1910300925
715,2030449291
716,120306710
717,1986894018
718,1007277217
719,551836836
720,1260596963
721,362575055
722,1255387090
723,1022963858
724,1751378130
725,1988714904
726,1130698571
727,1250372661
728,1566369633
729,483689685
730,567304789
731,1360613073
732,1155722604
733,35756851
734,2000419805
735,746349250
736,441767868
737,1122336503
738,861109485
739,659639006
740,1460082195
741,1385414639
742,952062949
743,577721120
744,1510080967
745,714880226
746,460686763
747,1630387677
