0,1804289383
1,846930886
2,1681692777
3,1714636915
4,1957747793
5,424238335
6,719885386
7,1649760492
8,596516649
9,1189641421
10,1025202362
11,1350490027
12,783368690
13,1102520059
14,2044897763
15,1967513926
16,1365180540
17,1540383426
18,304089172
19,1303455736
20,35005211
21,521595368
22,294702567
23,1726956429
24,336465782
25,861021530
26,278722862
27,233665123
28,2145174067
29,468703135
30,1101513929
31,1801979802
32,1315634022
33,635723058
34,1369133069
35,1125898167
36,1059961393
37,2089018456
38,628175011
39,1656478042
40,1131176229
41,1653377373
42,859484421
43,1914544919
44,608413784
45,756898537
46,1734575198
47,1973594324
48,149798315
49,2038664370
